campaign_name,date,country,impressions,clicks,spend,purchases,revenue,CTR,CPC,CPM,ROI
unknown_campaign,2026-01-02 00:00:00,canada,391.0,21.0,396.16,0.0,0.0,0.05370843989769821,18.864761904761906,1013.1969309462916,-1.0
growify | retarget | messaging | us+can,2026-11-02 00:00:00,canada,89465.0,27.0,397.6,0.0,0.0,0.00030179399765271333,14.725925925925926,4.444196054322919,-1.0
growify | tof | conversion | us+can,2026-07-02 00:00:00,canada,84825.0,28.0,398.57,0.0,0.0,0.0003300913645741232,14.234642857142857,4.698732684939581,-1.0
growify | retarget | messaging | us+can,2026-07-02 00:00:00,canada,712.0,32.0,401.64,0.0,0.0,0.0449438202247191,12.55125,564.1011235955056,-1.0
growify | retarget | messaging | us+can,2026-09-02 00:00:00,unknown_country,0.0,28.0,404.76,0.0,0.0,0.0,14.455714285714285,0.0,-1.0
growify | tof | conversion | us+can,2026-05-02 00:00:00,canada,490.0,32.0,-409.04,0.0,0.0,0.0653061224489796,-12.7825,-834.7755102040817,0.0
growify | tof | messaging | uae,2026-02-02 00:00:00,canada,630.0,32.0,-414.89,0.0,0.0,0.050793650793650794,-12.9653125,-658.5555555555555,0.0
growify | retarget | messaging | us+can,2026-07-02 00:00:00,canada,519.0,25.0,418.04,0.0,0.0,0.04816955684007707,16.721600000000002,805.4720616570328,-1.0
growify | retarget | messaging | us+can,2026-12-02 00:00:00,canada,454.0,0.0,434.53,0.0,0.0,0.0,0.0,957.114537444934,-1.0
growify | retarget | messaging | us+can,2026-05-02 00:00:00,canada,525.0,25.0,436.98,0.0,0.0,0.047619047619047616,17.479200000000002,832.3428571428572,-1.0
growify | tof | conversion | us+can,2026-09-02 00:00:00,canada,84825.0,50.0,442.05,1.0,100000.0,0.0005894488653109342,8.841000000000001,5.21131741821397,225.21875353466802
growify | tof | conversion | us+can,2026-12-02 00:00:00,canada,0.0,41.0,451.31,0.0,0.0,0.0,11.007560975609756,0.0,-1.0
growify | tof | messaging | uae,2026-01-02 00:00:00,canada,681.0,26.0,485.05,0.0,0.0,0.0381791483113069,18.65576923076923,712.2613803230543,-1.0
growify | tof | conversion | us+can,2026-06-02 00:00:00,canada,721.0,40.0,495.34,0.0,0.0,0.05547850208044383,12.3835,687.0180305131761,-1.0
growify | retarget | messaging | us+can,2026-12-02 00:00:00,canada,780.0,34.0,511.43,0.0,0.0,0.04358974358974359,15.042058823529413,655.6794871794872,-1.0
growify | retarget | messaging | us+can,2026-09-02 00:00:00,canada,668.0,31.0,514.23,0.0,0.0,0.04640718562874251,16.588064516129034,769.805389221557,-1.0
growify | tof | conversion | us+can,2026-04-02 00:00:00,canada,767.0,39.0,591.91,1.0,68800.0,0.05084745762711865,15.177179487179487,771.7209908735332,115.2338869084827
growify | retarget | messaging | us+can,2026-08-02 00:00:00,canada,936.0,38.0,636.99,0.0,0.0,0.0405982905982906,16.762894736842107,680.5448717948718,-1.0
growify | retarget | messaging | us+can,2026-06-02 00:00:00,canada,0.0,35.0,698.65,0.0,0.0,0.0,19.96142857142857,0.0,-1.0
growify | mof+bof | mehfil+fitoor+mahiya | lehenga+saree| sale | us+uae+can+aus,2026-01-02 00:00:00,united kingdom,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | mof+bof | mehfil+fitoor+mahiya | lehenga+saree| sale | us+uae+can+aus,2026-02-02 00:00:00,united kingdom,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | retarget | conversion | aus+can+uk+usa,2026-01-02 00:00:00,united kingdom,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | retarget | conversion | aus+can+uk+usa,2026-02-02 00:00:00,unknown_country,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | retarget | conversion | aus+can+uk+usa,2026-01-02 00:00:00,unknown_country,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | uae,2026-12-02 00:00:00,unknown_country,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | uae,2026-11-02 00:00:00,united kingdom,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | uae,2026-08-02 00:00:00,unknown_country,1.0,0.0,66.44,0.0,0.0,0.0,0.0,66440.0,-1.0
growify | tof | conversion | uae,2026-04-02 00:00:00,united kingdom,1.0,0.0,95.13,0.0,0.0,0.0,0.0,95130.0,-1.0
growify | tof | conversion | uae,2026-07-02 00:00:00,united kingdom,6.0,0.0,2.94,0.0,0.0,0.0,0.0,490.0,-1.0
growify | tof | conversion | uae,2026-03-02 00:00:00,united kingdom,4.0,0.0,3.36,0.0,0.0,0.0,0.0,840.0,-1.0
growify | tof | conversion | uae,2026-01-02 00:00:00,united kingdom,6.0,0.0,3.8,0.0,0.0,0.0,0.0,633.3333333333333,-1.0
growify | tof | conversion | uae,2026-02-02 00:00:00,united kingdom,20.0,0.0,11.76,0.0,0.0,0.0,0.0,588.0,-1.0
growify | tof | conversion | uae,2026-07-02 00:00:00,united kingdom,27.0,0.0,2270.773485,0.0,0.0,0.0,0.0,84102.72166666666,-1.0
growify | tof | conversion | uae,2026-09-02 00:00:00,united kingdom,21.0,200.0,16.87,0.0,0.0,9.523809523809524,0.08435000000000001,803.3333333333334,-1.0
growify | tof | conversion | uae,2026-12-02 00:00:00,united kingdom,9.0,0.0,18.24,0.0,0.0,0.0,0.0,2026.6666666666663,-1.0
growify | tof | conversion | uae,2026-09-02 00:00:00,united kingdom,-33.0,2.0,23.88,0.0,0.0,-0.06060606060606061,11.94,0.0,-1.0
growify | tof | conversion | uae,2026-04-02 00:00:00,united kingdom,5220.0,0.0,39.6,0.0,0.0,0.0,0.0,7.586206896551724,-1.0
growify | tof | conversion | uae,2026-11-02 00:00:00,united kingdom,8990.0,400.0,0.0,0.0,0.0,0.04449388209121246,0.0,0.0,0.0
growify | tof | conversion | uae,2026-02-02 00:00:00,united kingdom,50.0,2.0,54.68,0.0,0.0,0.04,27.34,1093.6,-1.0
growify | tof | conversion | uae,2026-05-02 00:00:00,united kingdom,54.0,3.0,58.95,0.0,0.0,0.05555555555555555,19.650000000000002,1091.6666666666667,-1.0
growify | tof | conversion | uae,2026-10-02 00:00:00,united kingdom,63.0,4.0,60.68,0.0,0.0,0.06349206349206349,15.17,963.1746031746031,-1.0
unknown_campaign,2026-06-02 00:00:00,unknown_country,57.0,4.0,0.0,0.0,0.0,0.07017543859649122,0.0,0.0,0.0
growify | tof | conversion | uae,2026-12-02 00:00:00,united kingdom,71.0,1.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.0,0.0
growify | tof | conversion | uae,2026-12-02 00:00:00,united kingdom,41615.0,7.0,-266.26,0.0,0.0,0.0001682085786375105,-38.037142857142854,-6.398173735431935,0.0
growify | tof | conversion | uae,2026-11-02 00:00:00,united kingdom,363.0,11.0,-327.96,0.0,0.0,0.030303030303030304,-29.814545454545453,-903.4710743801653,0.0
growify | tof | conversion | uae,2026-04-02 00:00:00,united kingdom,406.0,20.0,385.73,1.0,95000.0,0.04926108374384237,19.2865,950.0738916256158,245.28626241153137
growify | tof | conversion | uae,2026-01-02 00:00:00,united kingdom,401.0,17.0,403.83,0.0,0.0,0.04239401496259352,23.75470588235294,1007.0573566084788,-1.0
growify | tof | conversion | uae,2026-03-02 00:00:00,united kingdom,581.0,1300.0,493.7,0.0,0.0,2.2375215146299485,0.37976923076923075,849.7418244406197,-1.0
growify | tof | conversion | uae,2026-06-02 00:00:00,united kingdom,654.0,18.0,509.28,0.0,0.0,0.027522935779816515,28.293333333333333,778.7155963302752,-1.0
growify | tof | conversion | uae,2026-02-02 00:00:00,united kingdom,0.0,-20.0,528.57,0.0,0.0,0.0,0.0,0.0,-1.0
growify | tof | conversion | uae,2026-10-02 00:00:00,united kingdom,612.0,14.0,546.88,0.0,0.0,0.02287581699346405,39.06285714285714,893.59477124183,-1.0
growify | tof | conversion | uae,2026-05-02 00:00:00,united kingdom,-98020.0,14.0,547.0,0.0,0.0,-0.00014282799428688023,39.07142857142857,0.0,-1.0
growify | tof | conversion | uae,2026-07-02 00:00:00,united kingdom,717.0,2800.0,-584.82,0.0,0.0,3.905160390516039,-0.20886428571428572,-815.6485355648537,0.0
growify | tof | conversion | uae,2026-10-02 00:00:00,united kingdom,611.0,39.0,633.02,0.0,0.0,0.06382978723404255,16.23128205128205,1036.039279869067,-1.0
growify | tof | conversion | uae,2026-03-02 00:00:00,united kingdom,792.0,31.0,685.33,0.0,0.0,0.039141414141414144,22.10741935483871,865.3156565656566,-1.0
growify | tof | conversion | uae,2026-02-02 00:00:00,united kingdom,610.0,18.0,-699.46,0.0,0.0,0.029508196721311476,-38.85888888888889,-1146.655737704918,0.0
growify | tof | conversion | uae,2026-04-02 00:00:00,united kingdom,1128.0,60.0,739.66,0.0,0.0,0.05319148936170213,12.327666666666666,655.7269503546099,-1.0
growify | tof | conversion | uae,2026-07-02 00:00:00,united kingdom,0.0,6200.0,-113683.37,0.0,0.0,0.0,-18.33602741935484,0.0,0.0
growify | tof | conversion | uae,2026-04-02 00:00:00,united kingdom,923.0,19.0,760.31,0.0,0.0,0.020585048754062838,40.01631578947368,823.7378114842902,-1.0
growify | tof | conversion | uae,2026-07-02 00:00:00,united kingdom,907.0,1600.0,776.78,0.0,0.0,1.7640573318632855,0.48548749999999996,856.4277839029768,-1.0
growify | tof | conversion | uae,2026-03-02 00:00:00,united kingdom,133690.0,38.0,792.038426,0.0,0.0,0.0002842396589124093,20.84311647368421,5.9244403171516185,-1.0
growify | tof | conversion | uae,2026-01-02 00:00:00,united kingdom,803.0,17.0,793.867182,0.0,0.0,0.021170610211706103,46.69806952941176,988.6266276463263,-1.0
growify | tof | conversion | uae,2026-08-02 00:00:00,united kingdom,777.0,20.0,812.7,0.0,0.0,0.02574002574002574,40.635000000000005,1045.9459459459458,-1.0
growify | tof | conversion | uae,2026-09-02 00:00:00,united kingdom,808.0,2500.0,826.35,0.0,0.0,3.094059405940594,0.33054,1022.710396039604,-1.0
growify | tof | conversion | uae,2026-02-02 00:00:00,united kingdom,1027.0,51.0,839.31,0.0,0.0,0.04965920155793573,16.45705882352941,817.2444011684518,-1.0
growify | tof | conversion | uae,2026-11-02 00:00:00,united kingdom,1205.0,75.0,843.7,0.0,0.0,0.06224066390041494,11.249333333333334,700.1659751037345,-1.0
growify | tof | conversion | uae,2026-08-02 00:00:00,united kingdom,1020.0,30.0,856.62,0.0,0.0,0.029411764705882353,28.554,839.8235294117648,-1.0
growify | tof | conversion | uae,2026-06-02 00:00:00,united kingdom,979.0,31.0,863.36,0.0,0.0,0.031664964249233915,27.850322580645162,881.8794688457609,-1.0
nan,2026-04-02 00:00:00,united kingdom,964.0,22.0,866.72,0.0,0.0,0.022821576763485476,39.39636363636364,899.0871369294606,-1.0
growify | tof | conversion | uae,2026-08-02 00:00:00,united kingdom,1348.0,76.0,875.99,0.0,0.0,0.05637982195845697,11.526184210526315,649.8442136498517,-1.0
growify | tof | conversion | uae,2026-05-02 00:00:00,united kingdom,1358.0,67.0,896.56,0.0,0.0,0.04933726067746686,13.381492537313433,660.2061855670103,-1.0
growify | tof | conversion | uae,2026-10-02 00:00:00,united kingdom,210250.0,72.0,900.69,0.0,0.0,0.00034244946492271105,12.509583333333333,4.283900118906065,-1.0
growify | tof | conversion | uae,2026-05-02 00:00:00,united kingdom,927.0,45.0,901.66,0.0,0.0,0.04854368932038835,20.03688888888889,972.6645091693636,-1.0
growify | tof | conversion | uae,2026-03-02 00:00:00,united kingdom,1248.0,47.0,-924.738399,0.0,0.0,0.03766025641025641,-19.67528508510638,-740.9762812499999,0.0
growify | tof | conversion | uae,2026-01-02 00:00:00,united kingdom,1197.0,-6600.0,960.0,0.0,0.0,-5.513784461152882,0.0,802.0050125313282,-1.0
growify | tof | conversion | uae,2026-06-02 00:00:00,united kingdom,1476.0,61.0,961.43,0.0,0.0,0.041327913279132794,15.761147540983606,651.3753387533875,-1.0
growify | tof | conversion | uae,2026-09-02 00:00:00,unknown_country,1318.0,6800.0,992.76,0.0,0.0,5.159332321699544,0.14599411764705883,753.2321699544765,-1.0
growify | tof | conversion | uae,2026-09-02 00:00:00,united kingdom,1157.0,51.0,0.0,0.0,0.0,0.04407951598962835,0.0,0.0,0.0
growify | tof | conversion | uae,2026-12-02 00:00:00,united kingdom,1350.0,84.0,0.0,0.0,0.0,0.06222222222222222,0.0,0.0,0.0
growify | tof | conversion | uae,2026-06-02 00:00:00,united kingdom,1200.0,66.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0
growify | tof | conversion | uae,2026-02-02 00:00:00,united kingdom,145435.0,0.0,1094.83,0.0,0.0,0.0,0.0,7.5279678206759035,-1.0
growify | tof | conversion | uae,2026-07-02 00:00:00,united kingdom,167185.0,4300.0,1117.92,0.0,0.0,0.025720010766516133,0.25998139534883724,6.686724287465982,-1.0
growify | tof | conversion | uae,2026-08-02 00:00:00,united kingdom,1373.0,52.0,1136.95,0.0,0.0,0.037873270211216316,21.864423076923078,828.0772032046614,-1.0
growify | tof | conversion | uae,2026-01-02 00:00:00,united kingdom,1132.0,56.0,203008.93,0.0,0.0,0.04946996466431095,3625.159464285714,179336.5106007067,-1.0
growify | tof | conversion | uae,2026-10-02 00:00:00,united kingdom,1610.0,-44.0,1378.06,0.0,0.0,-0.02732919254658385,0.0,855.9378881987577,-1.0
growify | tof | conversion | uae,2026-11-02 00:00:00,united kingdom,2115.0,65.0,1980.664791,0.0,0.0,0.030732860520094562,30.471766015384613,936.484534751773,-1.0
growify | tof | conversion | uae,2026-12-02 00:00:00,united kingdom,-2100.0,62.0,2114.23,0.0,0.0,-0.029523809523809525,34.10048387096774,0.0,-1.0
unknown_campaign,2026-01-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | retarget | conversion | india,2026-01-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | retarget | conversion | india,2026-01-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | retarget | conversion | india,2026-02-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | retarget | conversion | india,2026-03-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
unknown_campaign,2026-04-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | retarget | conversion | india,2026-01-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | retarget | conversion | india,2026-02-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | retarget | conversion | india,2026-03-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | retarget | conversion | india,2026-04-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-04-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-03-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-04-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-06-02 00:00:00,unknown_country,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-05-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-07-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-04-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-05-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-07-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-08-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-09-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-03-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
unknown_campaign,2026-03-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-05-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-06-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-07-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-08-02 00:00:00,india,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | conversion | india,2026-09-02 00:00:00,unknown_country,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
growify | tof | traffic-thruplay | india,2026-01-02 00:00:00,india,1.0,0.0,0.01,0.0,0.0,0.0,0.0,10.0,-1.0
growify | tof | traffic-thruplay | india,2026-06-02 00:00:00,india,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
growify | tof | traffic-thruplay | india,2026-01-02 00:00:00,india,2.0,0.0,0.01,0.0,0.0,0.0,0.0,5.0,-1.0
growify | tof | traffic-thruplay | india,2026-11-02 00:00:00,india,2.0,0.0,0.01,0.0,0.0,0.0,0.0,5.0,-1.0
growify | tof | traffic-thruplay | india,2026-10-02 00:00:00,india,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
growify | tof | traffic-thruplay | india,2026-02-02 00:00:00,india,290.0,0.0,0.02,0.0,0.0,0.0,0.0,0.06896551724137931,-1.0
growify | tof | traffic-thruplay | india,2026-03-02 00:00:00,india,3.0,0.0,0.02,0.0,0.0,0.0,0.0,6.666666666666667,-1.0
growify | tof | traffic-thruplay | india,2026-12-02 00:00:00,india,6.0,0.0,0.02,0.0,0.0,0.0,0.0,3.3333333333333335,-1.0
growify | tof | traffic-thruplay | india,2026-05-02 00:00:00,india,3.0,0.0,0.03,0.0,0.0,0.0,0.0,10.0,-1.0
growify | tof | traffic-thruplay | india,2026-11-02 00:00:00,india,3.0,0.0,4.53,0.0,0.0,0.0,0.0,1510.0,-1.0
growify | tof | traffic-thruplay | india,2026-11-02 00:00:00,india,0.0,0.0,0.04,0.0,0.0,,0.0,0.0,-1.0
growify | tof | traffic-thruplay | india,2026-10-02 00:00:00,india,1450.0,0.0,-0.04,0.0,0.0,0.0,0.0,-0.027586206896551724,0.0
growify | tof | traffic-thruplay | india,2026-03-02 00:00:00,india,12.0,0.0,0.05,0.0,0.0,0.0,0.0,4.166666666666667,-1.0
growify | tof | traffic-thruplay | india,2026-02-02 00:00:00,unknown_country,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
growify | tof | traffic-thruplay | india,2026-08-02 00:00:00,india,14.0,0.0,0.07,0.0,0.0,0.0,0.0,5.0,-1.0
growify | tof | traffic-thruplay | india,2026-09-02 00:00:00,india,15.0,0.0,0.07,0.0,0.0,0.0,0.0,4.666666666666667,-1.0
growify | tof | conversion | india,2026-05-02 00:00:00,india,1.0,0.0,0.14,0.0,0.0,0.0,0.0,140.0,-1.0
growify | tof | traffic-thruplay | india,2026-09-02 00:00:00,unknown_country,26.0,0.0,0.14,0.0,0.0,0.0,0.0,5.384615384615385,-1.0
growify | tof | traffic-thruplay | india,2026-06-02 00:00:00,india,69.0,0.0,0.68,0.0,0.0,0.0,0.0,9.855072463768117,-1.0
growify | tof | traffic-thruplay | india,2026-04-02 00:00:00,india,71.0,1.0,0.68,0.0,0.0,0.014084507042253521,0.68,9.577464788732394,-1.0
growify | tof | conversion | india,2026-06-02 00:00:00,india,13.0,0.0,0.79,0.0,0.0,0.0,0.0,60.76923076923077,-1.0
growify | tof | traffic-thruplay | india,2026-06-02 00:00:00,india,463.0,1.0,2.79,0.0,0.0,0.0021598272138228943,2.79,6.025917926565874,-1.0
unknown_campaign,2026-12-02 00:00:00,india,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
growify | tof | traffic-thruplay | india,2026-08-02 00:00:00,india,459.0,2.0,3.57,0.0,0.0,0.004357298474945534,1.785,7.777777777777778,-1.0
growify | tof | traffic-thruplay | india,2026-12-02 00:00:00,india,0.0,1.0,6.09,0.0,0.0,0.0,6.09,0.0,-1.0
growify | tof | traffic-thruplay | india,2026-04-02 00:00:00,india,627.0,0.0,6.73,0.0,0.0,0.0,0.0,10.733652312599682,-1.0
growify | tof | conversion | india,2026-11-02 00:00:00,india,61.0,3.0,6.87,0.0,0.0,0.04918032786885246,2.29,112.62295081967214,-1.0
growify | tof | traffic-thruplay | india,2026-08-02 00:00:00,india,776.0,1.0,7.59,0.0,0.0,0.001288659793814433,7.59,9.780927835051546,-1.0
growify | tof | traffic-thruplay | india,2026-08-02 00:00:00,india,248.0,0.0,1176.29,0.0,0.0,0.0,0.0,4743.104838709677,-1.0
growify | tof | traffic-thruplay | india,2026-07-02 00:00:00,india,996.0,0.0,10.18,0.0,0.0,0.0,0.0,10.220883534136545,-1.0
growify | tof | conversion | india,2026-01-02 00:00:00,india,41.0,0.0,14.82,0.0,0.0,0.0,0.0,361.4634146341463,-1.0
growify | tof | traffic-thruplay | india,2026-05-02 00:00:00,india,2368.0,7.0,0.0,0.0,0.0,0.0029560810810810812,0.0,0.0,0.0
growify | tof | conversion | india,2026-08-02 00:00:00,india,12615.0,6.0,21.01,0.0,0.0,0.0004756242568370987,3.501666666666667,1.6654776060245742,-1.0
growify | tof | traffic-thruplay | india,2026-06-02 00:00:00,india,4514.0,12.0,-28.95,0.0,0.0,0.002658396101019052,-2.4125,-6.413380593708462,0.0
growify | tof | traffic-thruplay | india,2026-07-02 00:00:00,india,4805.0,6.0,32.86,0.0,0.0,0.0012486992715920915,5.476666666666667,6.838709677419355,-1.0
growify | tof | conversion | india,2026-09-02 00:00:00,unknown_country,155.0,3.0,37.47,0.0,0.0,0.01935483870967742,12.49,241.74193548387098,-1.0
growify | tof | traffic-thruplay | india,2026-06-02 00:00:00,india,7597.0,7.0,6426.56,0.0,0.0,0.0009214163485586416,918.08,845.9339212847177,-1.0
growify | tof | traffic-thruplay | india,2026-08-02 00:00:00,india,8111.0,1200.0,44.88,0.0,0.0,0.14794723215386513,0.0374,5.533226482554555,-1.0
growify | tof | conversion | india,2026-10-02 00:00:00,india,207.0,6.0,48.19,0.0,0.0,0.028985507246376812,8.031666666666666,232.80193236714973,-1.0
growify | tof | traffic-thruplay | india,2026-12-02 00:00:00,unknown_country,8977.0,10.0,57.55,0.0,0.0,0.0011139578923916676,5.755,6.410827670714047,-1.0
growify | tof | conversion | india,2026-02-02 00:00:00,india,344.0,14.0,11972.79,0.0,0.0,0.040697674418604654,855.1992857142858,34804.62209302325,-1.0
growify | tof | traffic-thruplay | india,2026-09-02 00:00:00,india,14294.0,-27.0,81.78,0.0,0.0,-0.0018889044354274522,0.0,5.72128165663915,-1.0
growify | tof | traffic-thruplay | india,2026-10-02 00:00:00,india,14783.0,33.0,86.9,0.0,0.0,0.0022322938510451196,2.6333333333333333,5.878373807752149,-1.0
growify | tof | traffic-thruplay | india,2026-09-02 00:00:00,india,2488780.0,32.0,139.67,0.0,0.0,1.2857705381753308e-05,4.3646875,0.05611986595842139,-1.0
unknown_campaign,2026-08-02 00:00:00,india,19413.0,38.0,153.41,0.0,0.0,0.0019574511924998713,4.037105263157895,7.902436511615927,-1.0
growify | tof | conversion | india,2026-02-02 00:00:00,india,0.0,31.0,174.0,0.0,0.0,0.0,5.612903225806452,0.0,-1.0
growify | tof | traffic-thruplay | india,2026-06-02 00:00:00,india,3808570.0,9.0,175.56,0.0,0.0,2.3630916590741406e-06,19.506666666666668,0.04609604129633957,-1.0
growify | tof | traffic-thruplay | india,2026-01-02 00:00:00,india,4802835.0,-68.0,179.44,0.0,0.0,-1.4158304418119714e-05,0.0,0.03736126683510885,-1.0
growify | tof | traffic-thruplay | india,2026-05-02 00:00:00,india,3910650.0,71.0,181.45,0.0,0.0,1.8155549588943014e-05,2.5556338028169012,0.046398936238221264,-1.0
growify | tof | traffic-thruplay | india,2026-12-02 00:00:00,india,21359.0,50.0,186.52,0.0,0.0,0.002340933564305445,3.7304000000000004,8.732618568285034,-1.0
growify | tof | traffic-thruplay | india,2026-11-02 00:00:00,india,23139.0,5200.0,0.0,0.0,0.0,0.22472881282682916,0.0,0.0,0.0
growify | tof | traffic-thruplay | india,2026-10-02 00:00:00,india,23522.0,28.0,195.92,0.0,0.0,0.0011903749681149562,6.997142857142856,8.329223705467221,-1.0
unknown_campaign,2026-03-02 00:00:00,india,37919.0,6200.0,214.71,0.0,0.0,0.16350642158284764,0.03463064516129032,5.6623328674279385,-1.0
growify | tof | conversion | india,2026-01-02 00:00:00,india,3228.0,-110.0,-35053.14,0.0,0.0,-0.03407682775712516,0.0,-10859.089219330855,0.0
unknown_campaign,2026-04-02 00:00:00,india,41798.0,72.0,267.72,0.0,0.0,0.0017225704579166467,3.7183333333333337,6.405091152686732,-1.0
growify | tof | conversion | india,2026-09-02 00:00:00,india,4800.0,10300.0,268.74,0.0,0.0,2.1458333333333335,0.02609126213592233,55.987500000000004,-1.0
growify | tof | conversion | india,2026-03-02 00:00:00,india,2835.0,101.0,278.99,0.0,0.0,0.03562610229276896,2.7622772277227723,98.40917107583775,-1.0
growify | tof | conversion | india,2026-12-02 00:00:00,india,4219.0,95.0,284.29,5.0,853700.0,0.022517184166864185,2.992526315789474,67.38326617681915,3001.919553976573
growify | tof | traffic-thruplay | india,2026-12-02 00:00:00,india,40652.0,22.0,287.0,0.0,0.0,0.000541178785791597,13.045454545454545,7.05992325100856,-1.0
growify | tof | conversion | india,2026-10-02 00:00:00,india,4986.0,105.0,287.71,0.0,0.0,0.0210589651022864,2.740095238095238,57.703569995988765,-1.0
growify | tof | conversion | india,2026-07-02 00:00:00,india,4098.0,0.0,289.74,0.0,0.0,0.0,0.0,70.70278184480235,-1.0
growify | tof | conversion | india,2026-12-02 00:00:00,india,5004.0,113.0,292.09,0.0,0.0,0.02258193445243805,2.584867256637168,58.37130295763389,-1.0
growify | tof | conversion | india,2026-02-02 00:00:00,india,3728.0,103.0,292.48,0.0,0.0,0.027628755364806867,2.839611650485437,78.4549356223176,-1.0
growify | tof | traffic-thruplay | india,2026-07-02 00:00:00,india,41626.0,0.0,-293.59,0.0,0.0,0.0,0.0,-7.0530437707202225,0.0
growify | tof | traffic-thruplay | india,2026-10-02 00:00:00,india,45524.0,2300.0,295.15,0.0,0.0,0.05052280115982778,0.12832608695652173,6.483393374923117,-1.0
growify | tof | conversion | india,2026-03-02 00:00:00,india,3266.0,87.0,302.91,0.0,0.0,0.026638089406001226,3.481724137931035,92.74647887323944,-1.0
growify | tof | traffic-thruplay | india,2026-11-02 00:00:00,india,6638825.0,0.0,-304.81,0.0,0.0,0.0,0.0,-0.04591324519022568,0.0
unknown_campaign,2026-04-02 00:00:00,india,4164.0,-117.0,305.58,0.0,0.0,-0.028097982708933718,0.0,73.38616714697406,-1.0
growify | tof | conversion | india,2026-04-02 00:00:00,india,4719.0,103.0,306.38,0.0,0.0,0.021826658190294553,2.9745631067961162,64.92477219749946,-1.0
growify | tof | conversion | india,2026-06-02 00:00:00,india,5338.0,12700.0,-309.04,0.0,0.0,2.3791682278006743,-0.024333858267716536,-57.89434245035594,0.0
